#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
1268568	2108	5870	108409	111808	-	-	ETFA	RAB6A	EMA|GA2|MADD	RAB6	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.125208077	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	P13804	-	NP_001121188|NP_000117	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1268569	5861	5870	111799	111808	-	-	RAB1A	RAB6A	RAB1|YPT1	RAB6	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.14433031	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	P62820	B7Z8M7|Q5U0I6	NP_004152|NP_056358	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1268570	81876	5870	123619	111808	-	-	RAB1B	RAB6A	-	RAB6	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.127964481	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	Q9H0U4	-	NP_112243	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1268571	5862	5870	111800	111808	-	-	RAB2A	RAB6A	LHX|RAB2	RAB6	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.174436731	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	P61019	A0A024R7V6	NP_002856|NP_001229573	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1278271	14569	5870	199892	111808	-	-	Gdi2	RAB6A	GDI-B|GDIB|Gdi3	RAB6	Affinity Capture-Western	physical	Janoueix-Lerosey I (1995)	PUBMED:7782346	10090	9606	Low Throughput	-	-	-	-	BIOGRID	Q61598	Q3UPA3	NP_032138	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Mus musculus	Homo sapiens
1430277	8481	5870	114055	111808	-	-	OFD1	RAB6A	71-7A|CXorf5|JBTS10|RP23|SGBS2	RAB6	Proximity Label-MS	physical	Gupta GD (2015)	PUBMED:26638075	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	O75665	A6NF31|E9KL37|A8K2T9	NP_003602|NP_001317139|NP_001317138	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1433055	4867	5870	110927	111808	-	-	NPHP1	RAB6A	JBTS4|NPH1|SLSN1	RAB6	Proximity Label-MS	physical	Gupta GD (2015)	PUBMED:26638075	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	O15259	B4DQY0|C9JNM7	NP_997064|NP_001121651|NP_001121650|NP_000263	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1433277	23322	5870	116911	111808	-	-	RPGRIP1L	RAB6A	CORS3|FTM|JBTS7|MKS5|NPHP8|PPP1R134	RAB6	Proximity Label-MS	physical	Gupta GD (2015)	PUBMED:26638075	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	Q68CZ1	A0A087WX34|H3BV03	NP_056087|NP_001295263|NP_001121369|NP_001317467	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1446594	2664	5870	108932	111808	XX-FW81657B9.1	-	GDI1	RAB6A	1A|GDIL|MRX41|MRX48|OPHN2|RABGD1A|RABGDIA|XAP-4	RAB6	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	P31150	-	NP_001484	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2197809	7260	5870	113111	111808	-	-	TSSC1	RAB6A	-	RAB6	Synthetic Lethality	genetic	Blomen VA (2015)	PUBMED:26472760	9606	9606	Low Throughput	-	-	Aphenotypic negative genetic interaction (Synonym: Synthetic)|The authors note that their method cannot clearly distinguish between synthetic lethal or synthetic sick interactions (Figure 3B).	-	BIOGRID	Q53HC9	-	NP_001317460|NP_003301|NP_001317459	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	HP:0001507	Growth abnormality	phenotype	-	-	-	Homo sapiens	Homo sapiens
2207017	7690	5870	113485	111808	-	-	ZNF131	RAB6A	ZBTB35|pHZ-10	RAB6	Affinity Capture-MS	physical	Varier RA (2016)	PUBMED:26841866	9606	9606	High Throughput	-	-	-	-	BIOGRID	P52739	A0A024R087	NP_001317641|NP_001317640|NP_001317643|NP_001317642|NP_001317645|NP_001317644|NP_001317646|NP_003423|NP_001284477|NP_001317634|NP_001317635|NP_001317636|NP_001317637|NP_001317633|NP_001317638|NP_001317639	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2218326	51560	5870	119610	111808	-	-	RAB6B	RAB6A	-	RAB6	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.999999936	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.999999936, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q9NRW1	-	NP_057661|NP_001350882	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2221086	2664	5870	108932	111808	XX-FW81657B9.1	-	GDI1	RAB6A	1A|GDIL|MRX41|MRX48|OPHN2|RABGD1A|RABGDIA|XAP-4	RAB6	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.999998005	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.999998005, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	P31150	-	NP_001484	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2253193	4952	5870	111006	111808	RP3-454M7.1	-	OCRL	RAB6A	INPP5F|LOCR|NPHL2|OCRL-1|OCRL1	RAB6	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.942028841	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.942028841, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q01968	-	NP_001305713|NP_000267|NP_001578	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2332093	4952	5870	111006	111808	RP3-454M7.1	-	OCRL	RAB6A	INPP5F|LOCR|NPHL2|OCRL-1|OCRL1	RAB6	Affinity Capture-MS	physical	Boldt K (2016)	PUBMED:27173435	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q01968	-	NP_001305713|NP_000267|NP_001578	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2378675	7706	5870	113500	111808	-	-	TRIM25	RAB6A	EFP|RNF147|Z147|ZNF147	RAB6	Affinity Capture-RNA	physical	Choudhury NR (2017)	PUBMED:29117863	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q14258	-	NP_005073	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2486003	203228	5870	128456	111808	-	-	C9orf72	RAB6A	ALSFTD|FTDALS	RAB6	Affinity Capture-Western	physical	Sellier C (2016)	PUBMED:27103069	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96LT7	Q9NUW0	NP_001242983|NP_659442|NP_060795	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2522244	10614	5870	115860	111808	-	-	HEXIM1	RAB6A	CLP1|EDG1|HIS1|MAQ1	RAB6	Affinity Capture-MS	physical	Faust TB (2018)	PUBMED:29845934	9606	9606	High Throughput	-	-	-	-	BIOGRID	O94992	-	NP_006451	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2524894	5977	5870	111909	111808	-	-	DPF2	RAB6A	REQ|UBID4|ubi-d4	RAB6	Affinity Capture-MS	physical	Huber FM (2017)	PUBMED:28533407	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q92785	J3KMZ8|A0A024R582	NP_006259|NP_001317237	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2528720	10551	5870	115802	111808	UNQ515/PRO1030	-	AGR2	RAB6A	AG2|GOB-4|HAG-2|HEL-S-116|PDIA17|XAG-2	RAB6	Proximity Label-MS	physical	Tiemann K (2018)	PUBMED:30575818	9606	9606	High Throughput	-	-	-	-	BIOGRID	O95994	Q4JM46	NP_006399	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2547918	3265	5870	109501	111808	-	-	HRAS	RAB6A	C-BAS/HAS|C-H-RAS|C-HA-RAS1|CTLO|H-RASIDX|HAMSV|HRAS1|RASH1|p21ras	RAB6	Proximity Label-MS	physical	Kovalski JR (2019)	PUBMED:30639242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	P01112	X5D945	NP_001123914|NP_005334|NP_789765	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2548221	3845	5870	110043	111808	-	-	KRAS	RAB6A	C-K-RAS|CFC2|K-RAS2A|K-RAS2B|K-RAS4A|K-RAS4B|KI-RAS|KRAS1|KRAS2|NS|NS3|RASK2	RAB6	Proximity Label-MS	physical	Kovalski JR (2019)	PUBMED:30639242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	P01116	A0A024RAV5|I1SRC5|L7RSL8	NP_001356716|NP_203524|NP_001356715|NP_004976	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2548519	4893	5870	110952	111808	RP5-1000E10.2	-	NRAS	RAB6A	ALPS4|CMNS|N-ras|NCMS|NRAS1|NS6	RAB6	Proximity Label-MS	physical	Kovalski JR (2019)	PUBMED:30639242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	P01111	Q5U091	NP_002515	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2552904	10618	5870	115864	111808	-	-	TGOLN2	RAB6A	TGN38|TGN46|TGN48|TGN51|TTGN2	RAB6	Proximity Label-MS	physical	Liu X (2018)	PUBMED:29568061	9606	9606	High Throughput	-	-	-	-	BIOGRID	O43493	-	NP_006455|NP_001193773|NP_001193769|NP_001193770	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2553240	10282	5870	115571	111808	-	-	BET1	RAB6A	HBET1	RAB6	Proximity Label-MS	physical	Liu X (2018)	PUBMED:29568061	9606	9606	High Throughput	-	-	-	-	BIOGRID	O15155	Q68DU7|Q53XK0	NP_005859|NP_001304668	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2557168	8766	5870	114299	111808	-	-	RAB11A	RAB6A	YL8	RAB6	Proximity Label-MS	physical	Liu X (2018)	PUBMED:29568061	9606	9606	High Throughput	-	-	-	-	BIOGRID	P62491	A0A024R5Z8	NP_004654|NP_001193765	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2557291	9367	5870	114768	111808	-	-	RAB9A	RAB6A	RAB9	RAB6	Proximity Label-MS	physical	Liu X (2018)	PUBMED:29568061	9606	9606	High Throughput	-	-	-	-	BIOGRID	P51151	A0A024RBV5	NP_004242|NP_001182257	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2559937	56993	5870	121308	111808	-	-	TOMM22	RAB6A	1C9-2|MST065|MSTP065|TOM22	RAB6	Proximity Label-MS	physical	Liu X (2018)	PUBMED:29568061	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9NS69	Q549C5	NP_064628	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2595851	10459	5870	115722	111808	RP3-330O12.4	-	MAD2L2	RAB6A	MAD2B|POLZ2|REV7	RAB6	Affinity Capture-MS	physical	Noordermeer SM (2018)	PUBMED:30022168	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9UI95	A0A024R4I4	NP_001120797|NP_006332	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2604056	3265	5870	109501	111808	-	-	HRAS	RAB6A	C-BAS/HAS|C-H-RAS|C-HA-RAS1|CTLO|H-RASIDX|HAMSV|HRAS1|RASH1|p21ras	RAB6	Proximity Label-MS	physical	Adhikari H (2018)	PUBMED:30194290	9606	9606	High Throughput	2.411913394	-	BioID system:Biotin-labled proteins with at least a 2-fold enrichment and p-value < 0.05 were considered significant.	-	BIOGRID	P01112	X5D945	NP_001123914|NP_005334|NP_789765	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2604198	4893	5870	110952	111808	RP5-1000E10.2	-	NRAS	RAB6A	ALPS4|CMNS|N-ras|NCMS|NRAS1|NS6	RAB6	Proximity Label-MS	physical	Adhikari H (2018)	PUBMED:30194290	9606	9606	High Throughput	5.0450355	-	BioID system:Biotin-labled proteins with at least a 2-fold enrichment and p-value < 0.05 were considered significant.	-	BIOGRID	P01111	Q5U091	NP_002515	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2604577	3845	5870	110043	111808	-	-	KRAS	RAB6A	C-K-RAS|CFC2|K-RAS2A|K-RAS2B|K-RAS4A|K-RAS4B|KI-RAS|KRAS1|KRAS2|NS|NS3|RASK2	RAB6	Proximity Label-MS	physical	Adhikari H (2018)	PUBMED:30194290	9606	9606	High Throughput	10.76543893	-	BioID system:Biotin-labled proteins with at least a 2-fold enrichment and p-value < 0.05 were considered significant.	-	BIOGRID	P01116	A0A024RAV5|I1SRC5|L7RSL8	NP_001356716|NP_203524|NP_001356715|NP_004976	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2609943	5870	92344	111808	124937	-	-	RAB6A	GORAB	RAB6	GO|NTKLBP1|SCYL1BP1	Reconstituted Complex	physical	Witkos TM (2019)	PUBMED:30631079	9606	9606	Low Throughput	-	-	Source of RAB6 not clear	-	BIOGRID	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	Q5T7V8	B3KQ87	NP_001139511|NP_689494	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2626203	1727	5870	108071	111808	-	-	CYB5R3	RAB6A	B5R|DIA1	RAB6	Co-fractionation	physical	Moutaoufik MT (2019)	PUBMED:31536960	9606	9606	High Throughput	1.556735307	-	Protein pairs with Sigma LLS score >= 1.45 derived from Ntera2 embryonic carcinoma stem cells (ECSC)	-	BIOGRID	P00387	-	NP_001165131|NP_000389|NP_015565|NP_001165132|NP_001123291	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2626345	5870	3032	111808	109282	-	MSTP029	RAB6A	HADHB	RAB6	ECHB|MTPB|TP-BETA	Co-fractionation	physical	Moutaoufik MT (2019)	PUBMED:31536960	9606	9606	High Throughput	1.542533543	-	Protein pairs with Sigma LLS score >= 1.45 derived from Ntera2 embryonic carcinoma stem cells (ECSC)	-	BIOGRID	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	P55084	F5GZQ3	NP_000174|NP_001268442|NP_001268441	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2626952	4257	5870	110413	111808	-	-	MGST1	RAB6A	GST12|MGST|MGST-I	RAB6	Co-fractionation	physical	Moutaoufik MT (2019)	PUBMED:31536960	9606	9606	High Throughput	1.499865324	-	Protein pairs with Sigma LLS score >= 1.45 derived from Ntera2 embryonic carcinoma stem cells (ECSC)	-	BIOGRID	P10620	A0A024RAX2	NP_665735|NP_665734|NP_064696|NP_001247441|NP_001247440|NP_665707|NP_001254527	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2627610	5870	5037	111808	111076	-	-	RAB6A	PEBP1	RAB6	HCNP|HCNPpp|HEL-210|HEL-S-34|PBP|PEBP|PEBP-1|RKIP	Co-fractionation	physical	Moutaoufik MT (2019)	PUBMED:31536960	9606	9606	High Throughput	1.459056284	-	Protein pairs with Sigma LLS score >= 1.45 derived from Ntera2 embryonic carcinoma stem cells (ECSC)	-	BIOGRID	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	P30086	D9IAI1	NP_002558	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2639238	5870	7917	111808	113647	-	DADB-70P7.10-021	RAB6A	BAG6	RAB6	BAG-6|BAT3|D6S52E|G3	Affinity Capture-Western	physical	Takahashi T (2019)	PUBMED:30804014	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	P46379	-	NP_001092004|NP_004630|NP_542434|NP_001186627|NP_001186626|NP_542433	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2655102	55716	5870	120838	111808	UNQ458/PRO783	-	LMBR1L	RAB6A	LIMR	RAB6	Affinity Capture-MS	physical	Choi JH (2019)	PUBMED:31073040	9606	9606	High Throughput	-	-	hits are proteins detected in an immunoprecipitation (IP) with the bait protein but not in an IP of the vector only|hits are proteins detected only in immunoprecipitation (IP) of the bait protein but not in a vector control IP	-	BIOGRID	Q6UX01	A0A024R0Y9|A0A024R0Z6	NP_060583|NP_001287680|NP_001287679	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2705882	5372	5870	111385	111808	-	-	PMM1	RAB6A	Sec53	RAB6	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	Q92871	A0A024R1U5	NP_002667	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2748941	57664	5870	121697	111808	-	-	PLEKHA4	RAB6A	PEPP1	RAB6	Affinity Capture-MS	physical	Shami Shah A (2019)	PUBMED:31091453	9606	9606	High Throughput	-	-	assayed using SILAC IP (stable isotope labeling by amino acids in cell culture-based quantitative immunoprecipitation)|only hits identified in both pull-downs have been included	-	BIOGRID	Q9H4M7	-	NP_001154826|NP_065955	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2780645	5868	5870	111806	111808	-	-	RAB5A	RAB6A	RAB5	RAB6	Affinity Capture-MS	physical	Kennedy SA (2020)	PUBMED:31980649	9606	9606	High Throughput	-	-	-	-	BIOGRID	P20339	A0A024R2K1	NP_001278977|NP_004153	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2783803	5870	8345	111808	113941	-	-	RAB6A	HIST1H2BH	RAB6	H2B/j|H2BFJ	Proximity Label-MS	physical	Fasci D (2018)	PUBMED:30021884	9606	9606	High Throughput	-	-	interaction identified using XL-MS (cross-linking mass spectrometry): lysates from unfractionated cells were treated with cross-linker and cross-linked proteins were identified by mass-spectrometry; interaction is undirectional; therefore bait and prey/hit have been assigned arbitrarily; interactions with FDRs (false discovery rates) of 1% or less were reported; this interaction was not detected in parallel experiments using TX100-soluble or TX100-insoluble fractions	-	BIOGRID	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	Q93079	-	NP_003515	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2791172	43740571	5870	4383846	111808	GU280_gp05	-	M	RAB6A	mem|membrane|SARS-CoV2 M|M protein|SARS-CoV-2 M|VME1_SARS2|PRO_0000449652	RAB6	Proximity Label-MS	physical	Samavarchi-Tehrani P (2020)	DOI:10.1101/2020.09.03.282103	2697049	9606	High Throughput	10.68	-	BioID|SAINTexpress (v.3.6.1) was used to identify viral-host proximity interactions and those with an FDR =< 0.01 were considered high confidence. Control-subtracted and length-adjusted spectral counts (CLSC) were calculated and the top viral-host protein interactions are represented by a higher CLSC score.	-	BIOGRID	P0DTC5	-	YP_009724393	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Severe acute respiratory syndrome coronavirus 2	Homo sapiens
2792551	43740578	5870	4383853	111808	GU280_gp01_nsp4	-	nsp4	RAB6A	ORF1ab|ORF1ab-nsp4|SARS-CoV2 nsp4|SARS-CoV-2 nsp4|R1AB_SARS2|PRO_0000449622	RAB6	Proximity Label-MS	physical	Samavarchi-Tehrani P (2020)	DOI:10.1101/2020.09.03.282103	2697049	9606	High Throughput	12.14	-	BioID|SAINTexpress (v.3.6.1) was used to identify viral-host proximity interactions and those with an FDR =< 0.01 were considered high confidence. Control-subtracted and length-adjusted spectral counts (CLSC) were calculated and the top viral-host protein interactions are represented by a higher CLSC score.	-	BIOGRID	P0DTD1	-	YP_009725300	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Severe acute respiratory syndrome coronavirus 2	Homo sapiens
2793566	43740578	5870	4383855	111808	GU280_gp01_nsp6	-	nsp6	RAB6A	ORF1ab|ORF1ab-nsp6|SARS-CoV2 nsp6|SARS-CoV-2 nsp6|R1AB_SARS2|PRO_0000449624	RAB6	Proximity Label-MS	physical	Samavarchi-Tehrani P (2020)	DOI:10.1101/2020.09.03.282103	2697049	9606	High Throughput	13.47	-	BioID|SAINTexpress (v.3.6.1) was used to identify viral-host proximity interactions and those with an FDR =< 0.01 were considered high confidence. Control-subtracted and length-adjusted spectral counts (CLSC) were calculated and the top viral-host protein interactions are represented by a higher CLSC score.	-	BIOGRID	P0DTD1	-	YP_009725302	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Severe acute respiratory syndrome coronavirus 2	Homo sapiens
